id,city,description,homeType,latitude,longitude,garageSpaces,hasSpa,yearBuilt,numOfPatioAndPorchFeatures,lotSizeSqFt,avgSchoolRating,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,priceRange
158,austin,"An entertainer's dream home! This 4 bed, 2.5 bath home has an incredible floor plan, bright & open layout, & vaulted ceilings. The kitchen features a granite island that opens up to the breakfast & living areas. Enjoy your backyard Oasis that includes a covered patio, outdoor kitchen & sparkling pool. Located just 10 minutes from Downtown Austin & a short drive to shopping, dining & entertainment at Southpark Meadows. Neighborhood features community parks & hiking trails!",Single Family,30.15222931,-97.78479767,0,FALSE,2005,0,6882,5.333333333,15,3,4,250000-350000
159,austin,"1803 W 37th St, Austin, TX 78731 is a single family home that contains 2,777 sq ft and was built in 2019. It contains 4 bedrooms and 4 bathrooms. 
 
",Single Family,30.30978394,-97.75239563,0,FALSE,2019,1,6969,6,16,4,4,650000+
160,austin,"Owner/Agent  This has been a wonderful rental for us for 10+ years with family members as well as others.  One of the best sized yards(corner lot) in this garden home section of Wells Branch.  Corner lot that is a short walk to the elementary school, close to the Domain, Mopac and Hwy 45. LOCATION! LOCATION! This home is an AS-IS sale.  Could rent as is but is priced knowing it is ready for updates.",Single Family,30.44234085,-97.68717194,0,FALSE,1985,0,5227,5.333333333,14,2,2,0-250000
161,austin,"When buying new construction, Details Matter. 717 West Annie is the epitome of quality construction. Miele refrigerator, dishwasher, microwave, oven, wine refrigerator and 5 burner range top. Custom German Leicht cabinetry that features refrigerator and dishwasher integration. Large quartz island with a waterfall edge, level 5 finish on all walls, and custom steel glass framed stairwell. Wainscotting, pocket doors, Leuders limestone, and Brizo and Restoration Hardware fixtures. Skylights, Ecobee thermostats, Western Window Systems, burnished plaster exterior and a standing seam galvalume roof.",Single Family,30.24805641,-97.75848389,0,FALSE,2018,0,4399,5,13,4,4,650000+
162,austin,"Sharply remodeled home features 5 beds 3 baths (2 beds plus original master down and new master bedroom/bath and game/media room up). Chef-grade island kitchen is open to the large living room making this home perfect for entertaining indoors and out. Located on one of Northwest Hills most desirable streets and feeding into Doss Elementary, Murchison Middle School and Anderson High, 4213 Deepwoods is surrounded by old growth oaks and close to all the conveniences of Northwest Hills.",Single Family,30.36547852,-97.76784515,0,FALSE,1967,0,9408,7,16,3,5,650000+
163,austin,"With sleek lines & modern architecture, this beautiful home offers an open plan built for entertaining! Featuring a large kitchen island for family & guests to gather, custom bi-level deck for lounging, bonus/media loft upstairs to retreat & master down w/oversized walk in shower to retire. Gated community literally minutes from downtown, Lady Bird Lake & airport makes any commute a breeze. Low maintenance as lawn care & irrigation provided by HOA. Tons of development making this home a smart investment!",Single Family,30.21908188,-97.69839478,4,FALSE,2014,0,6751,4.333333333,14,3,3,350000-450000
164,austin,"Fantastic Kimball Hill ""Stanton II"" being sold by the original owner / enjoy a relaxing view of rolling hills off the huge 12x43 patio / 6 beds-3.5 baths-3 living / .43 acre lot with sprinkler system / 43K+ spent on bathroom remodels in 2017 / granite countertops throughout kitchen and baths / new carpet and new interior paint in 2018 / new kitchen tile and exterior paint in 2016 / 20x12 storage shed / much more / convenient location / superb home and opportunity!",Single Family,30.34740448,-97.60890198,0,FALSE,1999,0,18730.8,5,11,4,6,350000-450000
165,austin,"Truly a must see! Open concept floorplan w/lots of windows & natural light. Home features hardwood floors, NEW designer carpet & neutral paint, private office/study w/built in cabinets and shelving, spacious bedrooms &MORE! Gourmet kitchen w/white cabinets, granite counter tops, sleek stainless steel appliances, breakfast bar &sunny breakfast area. Private backyard that backs to greenspace, expansive screened in patio w/fan, large grassy area, mature trees-perfect for entertaining, relaxing or playing!",Single Family,30.20770264,-97.88666534,0,FALSE,1994,0,7927,9,18,3,3,350000-450000
166,austin,"5206 Meadow Creek Dr, Austin, TX 78745 is a single family home that contains 1,074 sq ft and was built in 1972. It contains 3 bedrooms and 2 bathrooms. 
 
",Single Family,30.21492195,-97.78394318,1,FALSE,1972,0,7971,3.333333333,13,2,3,250000-350000
167,austin,"In the middle of renovations, Close to UT, Downtown. Granited and tile, great tiled fireplace",Single Family,30.29786682,-97.67972565,0,FALSE,1963,0,7884,3,15,2,3,0-250000
168,austin,"Rare 3/2 in popular North Austin neighborhood on nearly a quarter-acre lot!! Features include SOLAR PANELS, no carpet, open floor plan with updated kitchen and appliances, great natural light, and a HUGE deck/outdoor space!  Perfectly located just 5 miles from the Domain and 10 miles from Downtown, Dell, and other Tech Ridge employers.  Steps away from Walnut Creek Park and the exciting new East Village Development!  Refrigerator and washer/dryer convey!",Single Family,30.3692646,-97.66661835,2,FALSE,1982,2,9496,4.333333333,12,2,3,0-250000
169,austin,"Rare find... lovely views across the treetops, greenbelt and privacy behind the house. Again, a home with these lovely views is rare in this price range. Wonderful screened porch and extended patio take advantage of the setting and views. Large open family room and kitchen. Lots of storage space because the owner added cabinets in the kitchen. Lovely granite counters and SS appliances. Large, private master suite and spacious secondary bedrooms. Great location, quiet street, easy access to SH 130 or I-35.",Single Family,30.35760307,-97.6180191,0,FALSE,2009,0,7840,5,11,2,3,250000-350000
170,austin,"6604 Swamp Mallow Dr, Austin, TX 78744 is a single family home that contains 2,633 sq ft and was built in 2017. It contains 4 bedrooms and 3 bathrooms. 
 
",Single Family,30.17191315,-97.73245239,0,FALSE,2017,0,6250,3.666666667,12,3,4,350000-450000
171,austin,"4644 Hoffman Dr, Austin, TX 78749 is a single family home that contains 2,059 sq ft and was built in 1997. It contains 4 bedrooms and 3 bathrooms. 
 
",Single Family,30.19948578,-97.8599472,0,FALSE,1997,0,6534,6.666666667,16,3,4,350000-450000
172,austin,"Updated home in HOT Wells Branch! Lovingly cared for by owner/agents since 2003. Check out the 3D Tour and long list of updates in MLS Docs. Amazing backyard w/ +-350sft covered patio, inground pool/spa (heated), front/back sprinkler. Updated kitchen, baths, flooring and more. Large formal living/dining areas, and huge bedrooms. Excellent Round Rock schools, Awesome Wells Branch amenities inc. pools, parks, trails,, soccer, etc... Only minutes to the Domain, LaFrontera, and major employers.",Single Family,30.45903015,-97.68733215,2,FALSE,1993,1,6316,5.666666667,14,3,4,350000-450000
173,austin,"Canyon views, resort style saltwater pool, multi-level deck, high-end chef's kitchen, open kitchen and living concept, expansive master suite with luxurious master bathroom and private balcony. Rare for the neighborhood, the home includes an oversized three car garage with a private storage room and overhead storage. Above the garage is a private studio/office. 1 acre of privacy, gorgeous views above the trees provides an oasis while still being only minutes from downtown Austin. Low maintenance yard with natural stone with an enclosed front yard. A resort style pool with a swim up bar, infinity edge, hot-tub, travertine stone decking, an outdoor kitchen and cabana and an attached HVAC'd bathroom provide endless entertainment options year round!",Single Family,30.37480927,-97.77043152,9,TRUE,1990,0,39639.6,7,16,4,4,650000+
174,austin,"12300 Painted Bunting Dr, Austin, TX 78726 is a single family home that contains 2,796 sq ft and was built in 1990. It contains 4 bedrooms and 3 bathrooms. 
 
",Single Family,30.44976616,-97.83808136,2,FALSE,1990,4,89733.6,7,16,3,4,650000+
175,austin,"Charming 2 story Bee Cave Woods home on corner lot. Friendly neighborhood w/in walking distance of schools & retail! Recent improvements include kitchen remodel, updated HVAC 2010, addition over garage & updated bathrooms 2012, new roof 2015, exterior paint 2015 & partial interior 2016. This well maintained home has bamboo, laminate & tile flooring through out, no carpet! 4th bedroom can be used as a guest/flex room w/ walk in shower & closet/storage. Relax or entertain on the balcony,back deck or patio.",Single Family,30.26821136,-97.80236816,2,FALSE,1979,2,14374.8,9,14,4,4,650000+
176,austin,"Well maintained home in established neighborhood. Master on main with huge walk-in closet. Kitchen open to living/dining with lots of light and high ceilings. 2 beds/1 bath up with large game room. Covered back deck overlooking private, sizable backyard. Lovely, tree shaded lot. Great location with easy access to MoPac, Apple campus, Domain and Dell. Please wear masks, avoid touching door knobs & surfaces. Disinfectant will be available.",Single Family,30.42687035,-97.71668243,2,FALSE,1997,1,6490,6.666666667,15,3,3,350000-450000
177,austin,"Spacious, move-in ready home in a quiet and well-kept neighborhood! Enter the home to find a convenient flex space, perfect for a formal dining or office. The kitchen includes tile flooring, plenty of counter/cabinet space, and a stainless gas range. The open concept leads you into a breakfast nook, light-filled family room, and sliding glass doors out to the covered patio. Off to the side of the home you'll find a full bathroom with 3 secondary bedrooms, plus a private master suite. Welcome home!",Single Family,30.36514664,-97.60975647,0,FALSE,2002,0,6621,5,11,2,4,0-250000
178,austin,"78704! Affordable Property Near SoCo/Downtown Restaurants/Entertainment Venues, Zilker Park, and Nearby Pool/Parks. Large Corner Lot For Gardening, Play, Add-On, or New House. Fully Fenced Yard with Large Storage Building Behind w/ A/C, Plus Storage In Carport. 3 Bedroom, 1 Bath. Move-In Ready. Low Maintenance Exterior Stone & Vinyl Siding/Soffit/Fascia. House Behind Sold In 2014 for Nearly $700K. Lots of New Construction All Around the Area. This House Is Waiting For Your Personal Touch!",Single Family,30.23595619,-97.76998901,2,FALSE,1961,0,9723,3.666666667,12,3,4,650000+
179,austin,"Call for a private showing today - 512-222-3015! Wonderful single story home in the very popular Western Oaks subdivision. Walk to Exemplary Dan Mills Elementary and the many trails, parks and pools in the community. This beautiful home features hard wood floors, a large flex room and screened porch overlooking a lush, private backyard. This home is move in ready, and all appliances including the washer/dryer come with the home. Visit www.AustinPropertiesGroup.com or call 512-222-3015 today!",Single Family,30.21521759,-97.87179565,2,FALSE,1990,0,7884,8,17,2,4,250000-350000
180,austin,"Conveniently located in north central Austin, this 1-story culde-sac home comes w/ a huge  backyard, boasting a shady deck & pool. Soaring ceilings & fireplace create a welcoming, airy living space. Kitchen recently updated w/ new lighting, granite countertops & easy-close cabinets. Updated flooring includes new hardwood in master, kitchen, living + carpet in 2 beds. Master bath sports upgraded dual vanity & tile work. 1015 mins to the Domain, Lakeline Mall & RR Outlets. Explore easily via Mopac/Parmer",Single Family,30.41990662,-97.71520996,2,FALSE,1981,0,12196.8,6.666666667,15,2,3,350000-450000
181,austin,"7407 W Gate Blvd, Austin, TX 78745 is a single family home that contains 1,598 sq ft and was built in 1977. It contains 4 bedrooms and 2 bathrooms. 
 
",Single Family,30.20175171,-97.81829071,2,FALSE,1977,1,7448,4,13,2,4,350000-450000
182,austin,"Investors special...Home for sale, Corner lot, to be sold with 602 Odell Mls #9343158, as is, or use owners plans to build 4 stand alone homes on these two adjacent lots. Demo permits in hand, Building and  site specific redevelopment plans for 4 separate homes on the two lots. 2 SFR's will front Odell with separate driveways, and two ADU's in the rear that will enter from Guadalupe and share a driveway.  Fazio Architects Contemporary Style. See agent.",Single Family,30.33891106,-97.71393585,2,FALSE,1951,0,9104,3.333333333,13,1,2,250000-350000
183,austin,"Wonderful 4 bedroom 2.5 bath home in SW Austin with extensive remodeling and updates. This house shows pride in ownership! Quartz countertops in kitchen and master bath, polished concrete floors, and vaulted ceiling in living area. Master bedroom and guest room/office are downstairs with 2 bedrooms and a full bath upstairs. Recent foundation work with lifetime warranty. Google Fiber, Nest, Vivant security system.",Single Family,30.20234108,-97.79721069,0,FALSE,1978,2,7143,4,14,3,4,350000-450000
184,austin,"MULTIPLE OFFERS.  deadline for submission is Monday 4/1/2019, 5pm.  This is it, your forever home! The kids will love these beautiful Escarpment Live Oaks. Friends will be asking to do Prom photos here! Your Texas Limestone Hacienda has been updated with durable, wood-plank hard tile, lux, modern, double vanities in both baths, custom designed kitchen & open floor plan!! Bonus/4th bedrm, beamed ceiling & open layout. Seeking a Mother-in-law plan for privacy in the master? A big yard?  A SCREENED PORCH and good school? This tracks to BLUE RIBBON AWARD winning Graham Elem!Low 2.21 tax rate yet still gets the ACC discount!",Single Family,30.37476349,-97.66625977,0,FALSE,1975,0,14810.4,5,15,2,3,350000-450000
185,austin,"Stunning contemporary design in hot South Austin neighborhood. Built in 2017, this home has 2 beds/2 full baths with bright and open floor plan. Floor to ceiling windows in living room with modern fixtures and finishes. Kitchen features center island, tile backsplash, SS Appliances and sliding door to patio. Entire second floor is private master suite with wood floors, double vanity, spa-like glass frame shower and custom walk in closet. Low maintenance backyard is perfect for entertaining and relaxing with a glass of wine or cup of coffee. Great location close to shopping, dining, and entertainment on South Lamar and South Congress and just 15 minutes from Downtown Austin.",Single Family,30.22592163,-97.7826004,2,FALSE,2017,1,10798,4,12,2,2,450000-650000
186,austin,"Newly renovated cozy 1 story in desirable Wells Branch! Wood fireplace in living w/vaulted ceiling and no popcorn! Open floor plan with new quartz counter tops, brand new dishwasher and kitchen cabinets & new HVAC in May 2019 and fresh paint throughout. Half mile to Katherine Fleischer Park w/walking trails, picnic area, tennis court, soccer fields, dog and skate parks, butterfly garden, pool & rec center. Easy access to I35 or Mopac & just minutes to the Domain!  Note this is a single car garage with decorative second door, not a renovated garage.  You won't want to miss this one!",Single Family,30.44079781,-97.68583679,0,FALSE,1985,1,4199,5.333333333,14,2,2,0-250000
187,austin,"Last remaining unit in New 6-unit development on one acre of land. Tile backsplashes, Stainless steel appliances and cedar trim details. Each unit has lots of privacy, natural light and large private yards with plenty of room for pets/gardening/entertaining. Walking distance to Govalle Park, Boggy Creek Greenbelt, ThinkEast Arts Complex. A quick bike ride to Canopy, Austin Tinkering School, Boggy Creek Farm, Austin Bouldering Project and everything east Austin has to offer.",Single Family,30.2630806,-97.6905899,0,FALSE,2018,0,7013,3,11,3,3,450000-650000
188,austin,"Pristine golf course home in Onion Creek! Located on the 9th hole of Crenshaw, this 4 bed, 3 bath beauty shows ""like new"", and radiates luxury.   The open concept features cherry hardwood floors, upgraded fireplace surround, surround sound throughout and more.  Kitchen boasts an over-sized granite island, under-mount lighting, mosaic-tile backsplash, wine fridge, walk-in pantry, etc. Outside has been nicely upgraded with a beautiful stone walkway leading to a water feature. This home is a golfer's dream!",Single Family,30.13907814,-97.77954102,0,FALSE,2012,0,9452,5.333333333,15,3,4,450000-650000
189,austin,"Gated and private, this exquisite Barton Creek home is nestled on a lush & sprawling 1.59 acre estate lot. With too many recent updates to list, you will love the clean, fresh feel throughout the home. The striking interior boasts a spacious layout, stunning finishes, walls of windows, plus fabulous light & character. And the outdoor grounds are magnificent! With enormous alfresco living spaces overlooking oak groves, wooded gardens and the sun-dappled lawn, this is an absolute retreat! All of this is located in prestigious and sought-after Barton Creek. Offering tons of amenities and convenient proximity to all Austin has to offer, this is a coveted address indeed!",Single Family,30.28490067,-97.87210846,0,FALSE,1992,0,69260.4,5.666666667,16,3.5,4,650000+
190,austin,"An exclusive, highly sought after gated community of only 16 custom homes in the Westlake area. Seated on a beautifully manicured 1 acre estate-sized lot in the acclaimed Eanes ISD and with exceptional accessibility and proximity to  Bridgepoint Elementary. A thoughtfully designed floor plan is perfectly suited for relaxed everyday living and entertaining a crowd. Your backyard is a private oasis with a custom pool/spa, outdoor covered cabana with kitchen and pool house.",Single Family,30.34000778,-97.81137085,3,TRUE,1998,1,47044.8,9,15,7,6,650000+
191,austin,"Less than 6 miles to downtown, this cute gated community is around 5 years old. This home has been completely renovated in the last 4 months. Granite waterfall counter top, w/ Navy & White kitchen cabinets draw your eyes through when you open the front door. The home has been painted, all faucets, lights & other fixtures have been upgraded. The floors & fresh paint make this home feel brand new. Simple lock & leave. The HOA maintains the front & backyard.",Single Family,30.19010925,-97.7400589,2,FALSE,2014,0,4225,3.666666667,14,3,3,250000-350000
192,austin,"Possibly the Prettiest Yard and Deck in Westcreek -- Just look at the pictures! Stunning .3 acre Greenbelt Lot, Huge Deck More than a Dozen Mature Live Oaks. Lushly landscaped front and back . Meticulous Owner has UPDATED the entire house: Double- Pane Windows, Tile and Stained Concrete, Remodeled Kitchen and Bathrooms, Decorator Paint, Designer Touches Throughout. Master Bath Has Tiled Counters, Jacuzzi Bath. Kitchen - All Updated Appliances, Corian, New Microwave, Sprinkler Sys. and 14 SEER HVAC",Single Family,30.22689056,-97.8419342,2,TRUE,1981,2,13503.6,6,17,2,3,350000-450000
193,austin,"1405 Cardinal Hill Dr, Austin, TX 78758 is a single family home that contains 2,181 sq ft and was built in 1972. It contains 4 bedrooms and 2 bathrooms. 
 
",Single Family,30.4090786,-97.68410492,0,FALSE,1972,0,10454,4,13,2,4,350000-450000
194,austin,"5106 Wagon Hitch Cv, Austin, TX 78749 is a single family home that contains 2,476 sq ft and was built in 1979. It contains 4 bedrooms and 3 bathrooms. 
 
",Single Family,30.2211113,-97.85359955,0,FALSE,1979,0,11325.6,6,17,3,4,450000-650000
195,austin,"Only 25 minutes to downtown, & yet secluded down beautiful City Park Rd; this home offers privacy & serenity in W. Austin. From the oversized foyer, sweeping hill country views through the Great Room's massive doors welcome you to enjoy indoor/outdoor living, with views of the pool & spa. Custom wood cabinets, an eat-in bar, copious counter space, & a large walk-in pantry complete the Chef's kitchen. Guest accommodations are separated from the master, for MIL suite potential. Russell Eppright custom home.",Single Family,30.33389854,-97.82782745,0,FALSE,2011,0,16117.2,7,16,4,4,650000+
196,austin,"Charming home nestled in Northwest Hills area on almost a 1/3 of an acre!. Original Owners! Beautiful, mature trees cover this property. Original charm but turn key and ready for you to make it your own. New roof in 2007, HVAC in 2010, Water Heater in 2017, and new disposal in 2017. Very well taken care of. Average utility bills in attachments. Large window in master allows an abundance of light in. A beautiful property with endless potential. Convenient to 183, Mopac (loop1) and 360!",Single Family,30.36872482,-97.75291443,2,FALSE,1970,2,12632.4,7,17,2,4,450000-650000
197,austin,"Must see this updated family home,  close to I-35 and just south of 71.  Open inviting floor plan, master bedroom &  bath, separated from the other 2 bedrooms and bath.  Spacious backyard, with covered the lush trees.  New carpet and roof this month.   Quiet neighborhood but close to many south Austin thoroughfares. New roof, carpet, hot water heater This great home will not last! Call owner 1st and then go, they work out of the house.",Single Family,30.14918709,-97.80866241,0,FALSE,2001,0,6795,3.666666667,15,2,3,0-250000
198,austin,"Wonderful home in Circle C that backs to HOA Greenspace for additional privacy. Master on main level with a study/office. Wood flooring downstairs. Upstairs has two bedrooms and a large family room. Two spacious ""walk in"" attic spaces for storage. Automated solar screen for energy efficiency on the family room windows. Open floorplan with lots of light. Google Fiber available.",Single Family,30.18366814,-97.88879395,0,FALSE,1999,0,7623,9,18,3,3,450000-650000
199,austin,"Newly Remodeled and Updated Barton Hills Beauty. Home sits on a 1/3 of an acre that backs to a wet weather creek adding privacy and natural backdrop.  Two great decks for enjoying the outdoor space.  4 spacious bedrooms all on one level.  Modern finishes in a great open living concept space.  Sun room off the main living for bringing the great back yard inside.  Minutes from downtown, trails, hike and bike, Barton Springs and Zilker Park!",Single Family,30.25664711,-97.78134155,0,FALSE,1969,0,14374.8,6,16,2,4,650000+
200,austin,"4353 Canyon Glen Cir, Austin, TX 78732 is a single family home that contains 2,715 sq ft and was built in 1999. It contains 4 bedrooms and 3 bathrooms. 
 
",Single Family,30.38324928,-97.88898468,0,FALSE,1999,0,6098,8.333333333,17,3,4,350000-450000
201,austin,"This house is for making memories. From the first moment you walk into this fabulous home you are mesmerized by the beautiful 200 year old oak tree you see through the wall of windows in the living room. The home is located on a cul-de-sac street with little traffic in one of Steiner Ranch's most sought-after areas, The Estates at Westridge. Office, formal dining, game room, media, pool, fire pit, outdoor kitchen with grill and Big Green Egg, solar panels and smart home system. This home was truly loved.",Single Family,30.37864876,-97.90609741,3,TRUE,2004,1,12632.4,8.333333333,17,4,4,650000+
202,austin,"The owner has gone above and beyond accenting the beauty of this space. New roof, all concrete siding and NO HOA... The home features vaulted ceilings, porcelain flooring throughout and a gorgeous yard that is excellent for entertaining.  The master bath has a large walk in shower with a bench.  The kitchen features built in appliances and quartz countertops. New roof and all concrete siding, A must see!!",Single Family,30.17409897,-97.83895874,2,FALSE,1985,1,7013,5,15,2,3,0-250000
203,austin,"3703 Grayson Ln, Austin, TX 78722 is a single family home that contains 1,030 sq ft and was built in 1949. It contains 2 bedrooms and 1 bathroom. 
 
",Single Family,30.28790665,-97.708992,2,FALSE,1949,0,10454,6.666666667,15,1,2,250000-350000
204,austin,"Complete renovation on a beautiful corner lot in the desirable Cherrywood neighborhood. The property features an open layout with hardwood floors, custom cabinetry, a waterfall quartz kitchen island and stainless steel appliances, with a private backyard canopied by post oak trees. The property was taken down to the studs and upgraded with all new electrical wiring, PVC plumbing inside and to the street, a 30-year shingle roof, Carrier HVAC, tankless hot water heater and more. Located just blocks from hot Manor Rd restaurant district including Bird Bird Biscuit, Patrizi's, Salty Sow, Dai Due, Thunderbird Coffee and more.",Single Family,30.28644753,-97.71466064,4,TRUE,1957,1,3868,6.666666667,15,2,2,450000-650000
205,austin,"2024 Wimberly Ln, Austin, TX 78735 is a single family home that contains 4,615 sq ft and was built in 2005. It contains 4 bedrooms and 4 bathrooms. 
 
",Single Family,30.29387665,-97.87536621,0,FALSE,2005,0,15681.6,5.666666667,16,4,4,650000+
206,austin,"Pristine North Loop bungalow, recently painted, vintage lighting, hardwood floors, updates bathroom, large extra living area off kitchen, darling vintage kitchen, oversize new deck, large yard, huge pecan trees.",Single Family,30.3206749,-97.72192383,2,FALSE,1952,2,6664,7,16,1,2,250000-350000
207,austin,"Nestled in sought after Shepherd Mountain, this well maintained home is full of potential and ready for you to make your own. Private wooded lot backs to the greenbelt. Multi-level deck and covered balconies have breathtaking hill country views. Kitchen opens to the naturally lit breakfast area and family room. Office/Bedroom on the main level. Upstairs the views continue from the master suite. Two living spaces and two secondary bedrooms, one with an en-suite bath, complete the upper level.",Single Family,30.35966873,-97.80430603,2,FALSE,1994,0,27442.8,7,16,4,4,650000+
208,austin,"Amazing 2 story home with incredible indoor/outdoor living space! Located in a fantastic neighborhood, this tastefully upgraded 4 bed 2.5 bath residence is perfect for entertaining friends and family! The first floor offers a spacious master suite, 1 guest bedroom, formal dining room, and open kitchen. The generously sized kitchen features granite countertops, gas cooktop stove, and breakfast nook that leads into the naturally lit family room with vaulted ceilings, gas fire place and massive windows showcasing the lushly treed greenbelt views. Upstairs you will find 2 more guest bedrooms, an expansive game-room w/ wet-bar, and a sizable balcony overlooking the large palm tree filled backyard, private in-ground pool, 10+ person sauna, built-in fireplace, cooler and smoker.",Single Family,30.42396927,-97.6839447,0,TRUE,1999,0,8450,4.333333333,13,3,4,350000-450000
209,austin,"Entertainer's dream home in beautiful north Austin! Spacious open floor plan with fully renovated chef's kitchen with SS appliances, new cabinets, quartz countertops, double wall ovens. Updated lighting, fireplace, and laundry room. Covered patio with ceiling fans. Huge lot on cul-de-sac. Large Tuff shed (10'x16') for storage. Great and convenient location in Scofield Farms off Parmer Lane with access to community pool. Easy access to I-35 and Mopac. Minutes to HEB, Home Depot, Apple, the Domain.",Single Family,30.41942215,-97.6855545,2,FALSE,1997,0,8929,4.333333333,13,2,4,350000-450000
210,austin,This charming one story home in South Austin has great curb appeal with xeriscaping in the front yard and beautiful mature trees. The front door opens into an inviting living room (the mounted tv conveys!). Behind the living room is a bonus room that could be used as an office or converted to a 4th bedroom. Past the living room is the dining room and kitchen. The expansive backyard has plenty of room for entertaining and is fenced for your furry friends. This gorgeous home has 3 bed and 2 full baths.,Single Family,30.17759895,-97.80104065,0,FALSE,1982,0,7013,3.333333333,14,2,3,0-250000
211,austin,"11720 Prado Ranch Blvd, Austin, TX 78725 is a single family home that contains 1,370 sq ft and was built in 2018. It contains 3 bedrooms and 2 bathrooms. 
 
",Single Family,30.21955872,-97.63343048,4,FALSE,2018,3,5662,3,13,2,3,250000-350000
212,austin,"This luxury estate sits atop a .41 acre lot in historic Pemberton Heights, 78703, one of the most iconic neighborhoods of old Austin. As you approach the estate, Cape Cod lighting flanks the front door that sits just under a beautiful copper awning. This magnificent estate features original hardwood floors throughout and high ceilings accompanied by beautiful crown molding.

Downstairs, you will find the den, formal dining, kitchen, and office with a full bathroom. A sitting area and fireplace greet you as you enter the Master suite, also located on the first level of the estate.

The second floor includes three secondary bedrooms and a loft. You’ll find great views of West Austin from one secondary room balcony. The loft is adorned with old-architecture- feel built-in bookcases
",Single Family,30.29359245,-97.75811768,4,FALSE,1948,0,17859.6,7,16,5,4,650000+
213,austin,"Home has very cool vibe. Updates: kitchen; bathrooms; windows; flooring(NO carpet) lighting; home security; deck; play scape; low maintenance landscape; Hardi-siding. Wood burning fireplace for cozy nights inside + Fun fire pit outside.  TEXAS-sized deck-room to party! 1/2 block to highly rated Boone Elem-ranks in top 25% of TX Elem schools.  Very convenient location to DT Austin, HEB, Costco, Torchy's & shops/restaurants in hip South Austin. Hurry, we only have one this nice & you won't want to miss it!",Single Family,30.20451927,-97.84181976,0,FALSE,1979,0,7840,4.666666667,14,2,3,250000-350000
214,austin,"Rare 4 bedroom, single-story on a nice flat oversized lot with great views. Completely remodeled with an open concept, this home lives large. Recent updates include metal roof, beautiful new hardwood floors throughout the house, decorative concrete tile floors in bathrooms, Quartz countertops, all new appliances, all new fixtures, new insulation and air ducts, and new electrical panel and outlets. Landscape updates include an outdoor kitchen, irrigated raised-bed planters, retaining walls, outdoor shower, landscape lighting, and more.",Single Family,30.25217247,-97.78727722,0,FALSE,1971,0,13503.6,6,16,2,4,650000+
215,austin,"Entirely remodeled and reconfigured for a perfect mix of classic farmhouse charm and modern sophistication, your new dream home is a breathtaking showplace with impeccable curb appeal paired with superior quality of workmanship and high-end finishes. Entertain guests in the large family room crowned with high ceilings and warmed by a cozy floor-to-ceiling wood plank fireplace with mantle. Highlighting a voluminous contemporary open floor plan with large windows and serene greenbelt and backyard views, this home effortlessly captures an unparalleled sense of awe.

Bringing in the wood plank from the fireplace, the kitchen island anchors the gourmet suite, accentuated by custom cabinets with undermount lighting. A backsplash of white subway tiles adds character to the kitchen in cooperation with ambient pendant lighting, quartz counters, a deep apron-front sink and premium stainless steel appliances including a gas range with complementing hood. The adjacent dining area invites an easy flow to the rear patio via glass sliders, allowing for easy weekend barbeques. From here, the sprawling tiered deck invites alfresco dining and relaxation in overlook of the rare flat backyard shaded by a canopy of mature trees that provide the utmost privacy along with full fencing. Just off of the foyer is a fantastic bonus room that offers the use of a formal dining room, den, or private office with French doors and built-in display shelves. An elegant powder room and full laundry room round out the lower level, while upstairs opens to a lovely rec space, perfect as a teen hangout or man cave.

A sumptuous retreat of decadent proportions, the master suite is primed to pamper with a peek-a-boo view of Lake Travis, lavish high ceilings, large walk-in closet and spa-like ensuite bath. The shapely silhouette of the master’s freestanding soaking tub creates a striking centerpiece in cooperation with the walk-in glass shower featuring a rainfall shower head. With the two vanities stationed at opposite walls, this master bath allows ample floor space to streamline your morning routine. The second full bath likewise accommodates peak efficiency with double sinks and gorgeous tiled shower/tub combo.

Emphasizing gorgeous crown molding, all new flooring, new windows and sliding doors, new tankless water heater, new light fixtures, new carriage-style garage door, all new fixtures, water filtration system and new deck (all approx. $100,000 in upgrades), this home redefines relaxed sophistication. With its warm sense of community, and only moments to the area’s highly rated Leander ISD schools, restaurants, wine bar, as well as the community’s many offerings including pools, parks, trails, sports courts and access to Lake Austin, this walker’s paradise is a lifestyle waiting to be experienced. Perfection!",Single Family,30.37355042,-97.89328766,2,FALSE,1997,0,7143,8.666666667,17,3,4,450000-650000
216,austin,MID CENTURY MODERN BARTON HILLS CLASSIC located in the heart of Barton Hills. This mid century modern 3-2 main house and 1-1 guesthouse is situated on almost a 1/4 acre. 1804 square feet per owner. Large fenced in yard and private backyard space for entertaining. Blocks from SoLa. New roof (May 2017) and HVAC in 2019.,Single Family,30.24790382,-97.78282166,2,FALSE,1956,0,10062,6,16,3,4,650000+
217,austin,"NEW PAINT, NEW CARPET!  Rare single story 3/2 in highly desirable Olympic Heights!  Near so many dining and entertainment options.  Community PARK and POOL!  Open plan, HUGE kitchen and eat in dining!  Covered rear patio! Spacious master and secondary bedrooms.",Single Family,30.1538105,-97.84122467,2,FALSE,2006,0,4704,5.666666667,17,2,3,250000-350000
